Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP, Home_GS_Percent, Away_GS_Percent,Home_Conference,Away_Conference,Home_Timezone_Difference,Away_Timezone_Difference,Winner
1.74,1.06,18,14,6,8,0,0,0,0,0.54,0.1667,0,Eastern,Eastern,0,0,Home
1.69,1.64,5,14,9,2,0,0,0,0,0.45,0.4,0.2143,Western,Western,0,0,Away
0.86,1.42,18,10,4,4,0,0,1,0,0.48,0,0.2,Western,Western,0,0,Away
1.82,0.68,13,8,7,2,0,0,0,0,0.62,0.0769,0,Eastern,Western,0,0,Home
1.17,1.67,11,13,5,7,0,0,0,1,0.44,0,0.1538,Eastern,Eastern,0,0,Away
1.33,1.18,16,18,4,7,0,0,0,0,0.51,0.0625,0.1111,Western,Western,0,2,Away
0.49,0.39,15,4,0,2,0,0,0,0,0.55,0.1333,0,Eastern,Eastern,0,0,Home
0.9,1.2,6,8,5,2,0,0,0,0,0.59,0.6667,0.25,Eastern,Eastern,0,1,Home
0.68,0.4,6,4,0,2,0,0,0,0,0.6,0.3333,0,Eastern,Western,0,2,Home
0.8,0.8,22,6,6,6,0,0,0,0,0.57,0,0.1667,Western,Western,0,-1,Away
1.91,0.88,5,5,3,3,0,0,1,0,0.56,0.4,0,Eastern,Western,0,0,Home
2.06,0.7,19,3,8,2,0,0,0,0,0.64,0.1053,0,Eastern,Western,0,2,Home
1.51,1.34,12,19,6,4,0,0,0,0,0.51,0.1667,0.0526,Eastern,Eastern,0,0,Home
2.4,0.71,18,9,3,6,0,0,0,0,0.51,0.0556,0,Western,Eastern,0,-4,Home
1.26,0.16,13,18,6,3,0,0,0,0,0.57,0.3077,0.0556,Eastern,Eastern,0,0,Home
1.4,0.99,18,9,5,2,0,0,1,1,0.53,0.0556,0.2222,Eastern,Western,0,1,Away
1.32,0.91,16,13,4,9,0,0,1,0,0.46,0.0625,0,Western,Western,0,0,Home
0.31,0.41,12,4,7,2,0,0,0,0,0.53,0.25,0,Western,Western,0,0,Home
0.91,0.85,18,11,3,7,0,0,0,0,0.43,0,0.0909,Eastern,Eastern,0,1,Away
2.34,1.31,13,17,8,7,0,0,1,0,0.61,0.1538,0.0588,Eastern,Western,0,3,Home
2.22,0.36,18,10,5,5,0,0,2,0,0.49,0.1111,0,Western,Western,0,-1,Home
2.38,1.49,20,17,8,3,0,0,0,0,0.47,0.15,0.0588,Western,Eastern,0,-3,Home
1.53,0.48,21,6,5,5,0,0,0,0,0.48,0.0952,0,Western,Western,0,-3,Home
1.03,0.72,17,3,5,6,0,0,0,0,0.44,0,0.3333,Eastern,Eastern,0,1,Away
0.79,1.02,15,14,8,5,0,0,1,0,0.5,0,0.0714,Eastern,Western,0,3,Away
2.58,1.38,19,13,3,10,0,0,0,0,0.64,0.1579,0,Eastern,Eastern,0,0,Home
2.08,1.38,19,19,3,8,0,0,0,0,0.58,0.1053,0.0526,Eastern,Eastern,0,0,Home
0.23,1.02,13,10,7,6,0,0,1,0,0.5,0.0769,0.2,Western,Western,0,-2,Away
0.73,0.99,16,13,3,4,0,0,1,1,0.35,0.25,0.0769,Eastern,Eastern,0,-1,Home
1.93,0.54,15,9,3,4,0,0,0,0,0.62,0.2,0,Eastern,Eastern,0,-1,Home
1.6,0.45,6,8,5,6,0,0,1,0,0.56,0.3333,0.125,Western,Western,0,1,Home
1.04,0.75,11,11,1,2,0,0,0,0,0.65,0,0.0909,Western,Western,0,1,Away
2.42,1.75,13,13,7,4,0,0,0,0,0.39,0.2308,0.0769,Western,Eastern,0,-3,Home
2.57,1.35,24,14,12,6,0,0,0,0,0.69,0.125,0.0714,Western,Western,0,0,Home
1.44,0.86,10,17,3,7,0,1,0,2,0.6,0.1,0.1765,Western,Western,0,-2,Away
1.72,1.15,18,11,7,2,2,0,2,1,0.46,0.2778,0.2727,Eastern,Eastern,0,0,Home
1.47,1.2,15,11,6,3,0,0,1,0,0.53,0,0.0909,Eastern,Eastern,0,1,Away
2.11,1.25,27,14,11,4,0,0,0,0,0.59,0.037,0.1429,Eastern,Western,0,3,Away
0.49,1.08,10,16,6,2,0,0,0,0,0.63,0.1,0.125,Eastern,Eastern,0,0,Away
2.61,2.09,12,17,7,4,0,0,0,0,0.43,0.1667,0.1765,Western,Western,0,-1,Away
2.17,0.72,18,10,8,7,0,0,0,0,0.49,0.0556,0.2,Western,Eastern,0,0,Away
2.15,0.14,21,13,7,3,0,0,1,0,0.77,0.0476,0,Western,Eastern,0,0,Home
1.92,0.63,13,7,6,1,0,0,0,0,0.48,0.1538,0.1429,Western,Western,0,2,Home
1.87,1.32,18,10,3,6,0,0,0,2,0.53,0.1667,0.1,Eastern,Eastern,0,1,Home
1.67,0.63,17,17,5,6,0,0,0,0,0.42,0.0588,0.1176,Western,Western,0,-2,Away
1.84,1.04,17,11,1,5,0,2,1,2,0.5,0.0588,0.2727,Eastern,Western,0,2,Away
2.21,1.1,16,8,8,0,0,0,0,1,0.53,0.125,0.125,Eastern,Eastern,0,-1,Home
2.12,0.22,13,2,2,1,0,0,0,0,0.5,0.2308,0,Western,Western,0,0,Home
1.41,1.43,10,17,6,6,0,0,0,0,0.56,0.2,0.1765,Eastern,Eastern,0,0,Away
1.6,0.67,19,7,8,3,1,0,1,0,0.49,0.1579,0.2857,Eastern,Western,0,3,Home
1.78,0.72,19,14,6,6,0,0,0,1,0.54,0.1053,0,Western,Western,0,-1,Home
0.89,2.38,20,18,0,5,0,0,1,0,0.62,0,0.2222,Western,Eastern,0,-1,Away
0.81,1.14,3,13,6,2,0,0,0,0,0.53,0,0.0769,Western,Western,0,1,Away
1.34,0.78,13,6,2,4,0,0,0,0,0.45,0.1538,0,Western,Western,0,-1,Home
0.6,0.52,11,6,7,2,0,0,0,0,0.6,0.1818,0.1667,Eastern,Eastern,0,-1,Home
0.78,0.9,9,14,3,4,0,0,2,0,0.46,0.2222,0,Western,Western,0,0,Home
1.35,0.91,14,9,6,4,0,0,0,0,0.37,0,0.2222,Western,Western,0,-2,Away
1.53,1.87,10,11,7,4,0,0,0,0,0.57,0,0.2727,Western,Western,0,-1,Away
2.61,1.07,19,9,1,2,0,0,0,0,0.51,0.1053,0.3333,Eastern,Eastern,0,-1,Away
2.32,0.12,15,5,8,6,0,0,0,0,0.55,0.0667,0,Western,Western,0,-1,Home
2.09,1.51,11,12,11,8,0,0,0,0,0.53,0.2727,0.1667,Eastern,Eastern,0,1,Home
1.28,1.3,14,9,8,5,0,0,0,0,0.43,0,0.1111,Eastern,Eastern,0,0,Away
0.95,0.97,8,18,3,7,0,0,0,0,0.49,0.25,0,Eastern,Eastern,0,0,Home
0.63,2.02,6,18,6,5,1,0,2,0,0.53,0.3333,0.1667,Eastern,Eastern,0,1,Away
3.04,1.06,20,17,6,9,0,0,0,0,0.44,0.15,0,Western,Western,0,0,Home
2.62,0.42,23,7,7,5,0,0,1,0,0.5,0.087,0.4286,Western,Eastern,0,-2,Away
2.36,1.8,22,5,9,5,0,0,0,0,0.4,0.1364,0.4,Eastern,Eastern,0,1,Home
1.99,0.4,15,6,7,1,0,0,0,0,0.44,0.0667,0.3333,Eastern,Eastern,0,0,Away
2.38,0.37,16,3,8,2,0,0,0,0,0.42,0.0625,0,Western,Eastern,0,-4,Home
2.13,2.63,15,18,3,6,0,0,0,1,0.52,0.0667,0.2222,Western,Eastern,0,0,Away
1.51,0.49,4,19,8,4,0,0,0,0,0.43,0.25,0,Eastern,Eastern,0,-1,Home
2.28,1.58,17,16,2,5,0,0,0,0,0.43,0.0588,0.1875,Eastern,Eastern,0,0,Away
1.46,0.98,16,12,9,2,0,0,1,0,0.48,0.0625,0.1667,Eastern,Eastern,0,-1,Away
0.46,0.99,11,8,3,6,0,0,0,0,0.56,0.2727,0.125,Eastern,Western,0,1,Home
0.83,0.36,10,8,3,2,1,0,1,0,0.38,0.2,0,Western,Western,0,-1,Home
2.89,0.9,21,16,5,8,0,0,0,0,0.62,0.1429,0.0625,Western,Western,0,2,Home
1.38,0.19,19,7,8,3,0,0,1,0,0.62,0.1053,0,Western,Western,0,2,Home
1.05,0.98,12,14,3,2,0,0,0,0,0.62,0,0.0714,Western,Western,0,0,Away
2.09,0.32,15,10,7,4,0,0,0,1,0.62,0.2667,0.1,Western,Eastern,0,-1,Home
0.78,2.3,22,15,4,7,0,0,0,0,0.64,0,0.2,Eastern,Eastern,0,1,Away
1.56,1.09,12,9,8,2,0,0,0,0,0.42,0.1667,0.5556,Western,Western,0,1,Away
1.07,0.84,11,3,3,9,0,0,0,0,0.66,0,0.3333,Eastern,Eastern,0,0,Away
1.91,0.98,20,4,8,1,0,0,0,0,0.47,0.05,0.5,Western,Eastern,0,-2,Away
2.53,1.39,11,7,3,3,0,0,0,0,0.72,0.0909,0.2857,Eastern,Eastern,0,0,Away
1.36,1.31,20,5,4,4,0,0,0,0,0.52,0.05,0.8,Western,Western,0,2,Away
1.7,0.48,22,2,7,1,0,0,1,0,0.37,0.0455,0,Western,Western,0,-2,Home
1.73,0.39,18,13,3,1,0,0,0,0,0.52,0.1667,0,Eastern,Eastern,0,-1,Home
1.59,0.83,14,15,4,9,0,0,0,0,0.51,0,0.0667,Western,Western,0,-2,Away
1.18,1.47,23,13,1,7,0,0,2,0,0.54,0,0.2308,Western,Western,0,0,Away
0.28,1.28,8,7,1,4,0,0,0,0,0.5,0,0.2857,Eastern,Eastern,0,0,Away
2.38,2,24,11,2,5,0,0,0,0,0.41,0.0833,0.2727,Eastern,Eastern,0,1,Away
1.9,0.82,22,7,10,6,0,0,1,0,0.53,0,0.1429,Western,Western,0,1,Away
2.36,0.72,18,9,6,3,0,0,0,0,0.44,0.1111,0.7778,Western,Western,0,-1,Away
1.9,0.88,15,8,4,4,0,0,0,0,0.58,0,0.25,Eastern,Eastern,0,0,Away
1.22,1.17,17,5,3,5,0,0,0,0,0.5,0.0588,0.4,Eastern,Eastern,0,-1,Away
1.96,1.19,21,9,9,7,0,0,0,0,0.48,0.1429,0.1111,Western,Western,0,0,Home
1.72,0.97,8,3,4,4,0,0,1,0,0.49,0.25,0,Western,Western,0,1,Home
1.55,0.83,8,11,3,10,0,1,0,1,0.35,0.25,0.0909,Eastern,Eastern,0,0,Home
2.31,0.3,17,6,3,4,0,0,0,0,0.59,0.2941,0,Eastern,Western,0,4,Home
1.62,0.32,23,8,4,6,0,0,0,0,0.56,0.087,0.125,Western,Western,0,-1,Home
0.5,1.07,5,20,5,7,0,0,0,0,0.45,0,0.15,Eastern,Eastern,0,-1,Away
2.81,0.63,20,13,4,0,0,0,0,0,0.58,0.15,0,Eastern,Eastern,0,1,Home
1.32,1.63,21,9,7,3,0,0,0,0,0.5,0,0.3333,Western,Western,0,-2,Away
1.26,1.07,15,9,5,6,0,0,0,0,0.58,0,0.1111,Eastern,Eastern,0,0,Away
3.27,0.47,20,15,6,3,0,0,0,0,0.59,0.15,0,Eastern,Eastern,0,-1,Home
1.43,0.51,27,6,8,2,1,0,1,0,0.62,0.1111,0.3333,Eastern,Western,0,0,Home
1.45,0.52,11,9,3,4,0,0,0,0,0.45,0.0909,0.3333,Eastern,Eastern,0,1,Away
1.86,1.58,16,21,2,4,0,0,1,0,0.53,0.1875,0.0476,Eastern,Eastern,0,-1,Home
1.43,1.66,21,10,4,2,0,0,0,0,0.43,0,0.7,Western,Western,0,1,Away
2.91,0.33,17,5,3,2,0,0,1,1,0.61,0.1765,0,Eastern,Eastern,0,0,Home
1.12,2.54,20,18,0,5,0,0,1,0,0.42,0,0.1667,Eastern,Western,0,0,Away
1.61,1.36,3,14,3,1,0,0,0,0,0.45,0.6667,0.2143,Western,Western,0,-1,Away
2.17,1.92,19,12,5,5,0,0,0,0,0.5,0.0526,0.25,Eastern,Eastern,0,0,Away
1.02,0.75,13,2,9,5,0,0,0,0,0.52,0.2308,0,Western,Western,0,1,Home
2.15,1.13,18,13,2,0,0,0,0,0,0.71,0,0.1538,Western,Western,0,1,Away
2.45,0.15,12,16,1,3,0,0,0,0,0.66,0.4167,0.125,Eastern,Eastern,0,0,Home
1.49,1.33,19,17,6,9,0,0,0,1,0.48,0.1579,0.0588,Eastern,Western,0,3,Home
2.48,1.75,14,12,7,10,1,0,2,0,0.41,0.2857,0.25,Western,Western,0,-2,Home
0.27,1.85,11,13,5,3,0,0,0,0,0.37,0.3636,0.3846,Eastern,Eastern,0,1,Away
1.56,1.56,14,19,7,4,0,0,0,0,0.42,0.0714,0.1053,Western,Western,0,-1,Away
1.38,1.26,11,16,4,7,0,0,0,1,0.55,0.1818,0.0625,Eastern,Eastern,0,-1,Home
1.1,1.14,14,7,8,3,0,0,0,0,0.39,0.1429,0.7143,Western,Eastern,0,-1,Away
1.6,0.46,8,5,7,2,0,0,0,0,0.63,0.25,0,Western,Western,0,-1,Home
0.84,1.38,14,15,4,4,0,0,0,0,0.36,0,0.2,Eastern,Eastern,0,-1,Away
2.55,0.57,19,7,6,3,0,0,0,0,0.55,0.1053,0,Western,Western,0,1,Home
1.68,0.69,15,4,4,6,0,0,0,0,0.48,0.3333,0.25,Western,Western,0,2,Home
4.03,0.87,25,10,9,4,0,0,1,0,0.65,0.12,0.1,Eastern,Eastern,0,0,Home
2.93,1.24,20,13,5,2,0,0,0,0,0.56,0.15,0.0769,Eastern,Eastern,0,-1,Home
2.72,0.76,13,12,3,3,0,0,0,0,0.53,0.1538,0.0833,Western,Western,0,-2,Home
0.44,0.34,6,6,9,1,0,0,0,0,0.32,0.5,0,Western,Western,0,-2,Home
1.61,1.08,13,11,5,4,0,0,0,0,0.67,0.0769,0,Western,Western,0,-1,Home
3.03,1.59,16,12,12,4,0,0,0,0,0.53,0.125,0.25,Eastern,Eastern,0,0,Away
0.67,0.77,16,17,5,3,0,0,0,0,0.52,0.0625,0,Western,Western,0,1,Home
1.76,0.93,20,8,3,6,0,0,0,0,0.58,0.1,0.625,Eastern,Eastern,0,0,Away
2.17,2.05,15,19,3,6,0,0,0,0,0.47,0.1333,0.1579,Eastern,Eastern,0,-1,Away
0.74,1.77,12,17,4,6,0,0,0,0,0.48,0.1667,0.0588,Eastern,Eastern,0,0,Home
2.41,0.7,17,12,6,3,0,0,0,0,0.53,0.1765,0.5833,Western,Western,0,1,Away
3.05,1.18,25,11,9,3,1,0,2,0,0.53,0.16,0.2727,Eastern,Eastern,0,0,Home
0.94,0.97,16,16,2,6,0,0,0,0,0.42,0,0.0625,Eastern,Eastern,0,0,Away
2.1,0.36,13,15,6,7,0,0,0,0,0.59,0.1538,0,Western,Eastern,0,-3,Home
0.25,1.59,17,8,7,3,0,0,0,0,0.46,0.0588,0.25,Western,Western,0,-2,Away
2.02,0.78,25,6,4,5,0,0,1,0,0.43,0,0.5,Western,Eastern,0,-1,Away
1.12,0.89,17,10,8,1,0,0,0,0,0.32,0.1176,0.1,Western,Western,0,-2,Home
2.82,0.82,11,5,8,6,0,0,0,0,0.45,0.5455,0.6,Western,Western,0,1,Home
0.94,0.27,15,16,3,2,0,0,0,0,0.44,0.0667,0,Western,Western,0,-3,Home
3.01,0.27,22,14,13,0,0,0,0,0,0.59,0,0.0714,Western,Eastern,0,-2,Away
1.5,0.21,1,4,8,2,0,0,0,0,0.41,0,0.25,Eastern,Eastern,0,1,Away
2.31,0.81,5,13,4,6,0,0,0,0,0.52,0.4,0.0769,Western,Western,0,3,Home
1.13,1.29,21,15,4,2,0,0,2,0,0.54,0.0952,0.0667,Western,Western,0,1,Home
2.26,0.81,14,20,9,8,0,0,0,0,0.57,0.2857,0.1,Western,Western,0,0,Home
1.95,0.63,19,8,6,1,1,0,1,0,0.4,0.0526,0.375,Eastern,Eastern,0,0,Away
1.81,0.88,17,14,9,6,0,0,0,0,0.53,0.1176,0.0714,Eastern,Eastern,0,-1,Home
2.01,0.44,21,6,3,2,0,0,0,0,0.56,0.0952,0.1667,Eastern,Eastern,0,1,Home
1.28,0.68,13,7,3,4,0,0,0,0,0.35,0.1538,0,Western,Western,0,0,Home
0.93,1.29,8,8,5,5,0,0,0,0,0.44,0.25,0.375,Eastern,Eastern,0,1,Away
0.84,0.34,2,1,6,8,0,0,1,0,0.49,0.5,0,Western,Western,0,1,Home
1.82,0.59,22,10,6,2,0,1,0,1,0.43,0,0.2,Eastern,Eastern,0,0,Away
1.62,1.16,16,13,1,7,0,0,0,0,0.52,0,0.0769,Eastern,Western,0,2,Away
2.07,2.36,5,18,2,1,0,0,0,0,0.45,0.4,0.2222,Western,Western,0,0,Away
1.52,1.33,10,6,5,2,0,0,0,0,0.53,0.1,0.3333,Western,Eastern,0,-3,Away
2.34,1.54,14,11,4,7,0,0,0,0,0.41,0.0714,0.4545,Eastern,Eastern,0,-1,Away
1.53,0.97,14,10,4,2,0,0,0,0,0.38,0.0714,0,Eastern,Eastern,0,0,Home
1.07,1.34,18,15,10,5,0,0,0,0,0.32,0,0.0667,Western,Western,0,-2,Away
1.42,1.66,19,13,0,4,0,0,0,1,0.41,0.1053,0.5385,Western,Western,0,-2,Away
1.79,0.93,16,8,7,3,0,0,0,1,0.55,0.0625,0.25,Western,Western,0,2,Away
2.13,0.78,7,10,11,3,0,0,0,0,0.52,0.7143,0.2,Eastern,Eastern,0,-1,Home
1.07,0.67,15,10,7,5,0,0,0,0,0.53,0.1333,0,Western,Western,0,-1,Home
1.38,0.88,16,6,7,2,0,0,0,0,0.53,0.0625,0.3333,Western,Western,0,-1,Away
2.11,0.21,20,9,9,5,0,0,0,1,0.57,0.05,0,Eastern,Eastern,0,0,Home
1.74,1.27,21,18,8,3,0,0,0,0,0.51,0,0.1667,Western,Western,0,0,Away
0.87,0.55,6,16,0,4,0,0,1,0,0.52,0.3333,0.1875,Eastern,Eastern,0,-1,Away
3.13,0.61,17,5,1,3,0,0,0,0,0.4,0.1765,0,Eastern,Eastern,0,0,Home
3.01,1.24,18,16,6,5,0,0,0,0,0.57,0.1667,0.0625,Eastern,Eastern,0,0,Home
1.67,1.6,27,16,7,8,0,0,0,0,0.46,0,0.1875,Eastern,Eastern,0,0,Away
2.14,1.31,11,10,2,3,0,0,0,0,0.58,0,0.2,Western,Western,0,3,Away
0.83,0.92,3,15,3,3,0,0,0,0,0.34,0.3333,0.2,Western,Western,0,-1,Away
1.05,1.11,13,12,7,4,0,0,0,0,0.39,0,0.3333,Eastern,Eastern,0,1,Away
1.42,0.94,13,7,7,2,0,0,0,0,0.55,0,0.1429,Eastern,Eastern,0,1,Away
1.69,1.56,13,20,8,4,0,0,1,0,0.66,0.0769,0.2,Western,Western,0,2,Away
1.64,0.86,7,12,5,9,0,1,0,1,0.55,0.1429,0.1667,Eastern,Eastern,0,-1,Away
1.37,0.97,15,21,7,7,0,0,1,0,0.48,0,0.1429,Western,Western,0,0,Away
0.71,0.51,19,12,7,7,0,0,0,0,0.42,0.0526,0.1667,Western,Western,0,1,Away
2.68,1.43,17,18,9,6,1,0,2,1,0.49,0.1765,0.1111,Western,Western,0,0,Home
2.1,1.3,17,6,5,5,0,0,0,0,0.51,0.0588,0.3333,Eastern,Eastern,0,-1,Away
